Accession,Phages/Bacteria,Dataset type
NZ_CP010024,Bacteria,Pre-training
NZ_CP010025,Bacteria,Pre-training
NZ_CP010026,Bacteria,Pre-training
NZ_CP010027,Bacteria,Pre-training
NZ_CP010116,Bacteria,Pre-training
NZ_CP010178,Bacteria,Pre-training
NZ_CP010179,Bacteria,Pre-training
NZ_CP010196,Bacteria,Pre-training
NZ_CP010197,Bacteria,Pre-training
NZ_CP010198,Bacteria,Pre-training
NZ_CP010199,Bacteria,Pre-training
NZ_CP010246,Bacteria,Pre-training
NZ_CP010247,Bacteria,Pre-training
NZ_CP010248,Bacteria,Pre-training
NZ_CP010252,Bacteria,Pre-training
NZ_CP010296,Bacteria,Pre-training
NZ_CP010301,Bacteria,Pre-training
NZ_CP010302,Bacteria,Pre-training
NZ_CP010303,Bacteria,Pre-training
NZ_CP010308,Bacteria,Pre-training
NZ_CP010310,Bacteria,Pre-training
NZ_CP010311,Bacteria,Pre-training
NZ_CP010312,Bacteria,Pre-training
NZ_CP010320,Bacteria,Pre-training
NZ_CP010321,Bacteria,Pre-training
NZ_CP010322,Bacteria,Pre-training
NZ_CP010330,Bacteria,Pre-training
NZ_CP010374,Bacteria,Pre-training
NZ_CP010375,Bacteria,Pre-training
NZ_CP010376,Bacteria,Pre-training
NZ_CP010427,Bacteria,Pre-training
NZ_CP010428,Bacteria,Pre-training
NZ_CP010445,Bacteria,Pre-training
NZ_CP010449,Bacteria,Pre-training
NZ_CP010463,Bacteria,Pre-training
NZ_CP010473,Bacteria,Pre-training
NZ_CP010476,Bacteria,Pre-training
NZ_CP010520,Bacteria,Pre-training
NZ_CP010541,Bacteria,Pre-training
NZ_CP010542,Bacteria,Pre-training
NZ_CP010557,Bacteria,Pre-training
NZ_CP010567,Bacteria,Pre-training
NZ_CP010568,Bacteria,Pre-training
NZ_CP010569,Bacteria,Pre-training
NZ_CP010570,Bacteria,Pre-training
NZ_CP010673,Bacteria,Pre-training
NZ_CP010674,Bacteria,Pre-training
NZ_CP010675,Bacteria,Pre-training
NZ_CP010676,Bacteria,Pre-training
NZ_CP010677,Bacteria,Pre-training
NZ_CP010678,Bacteria,Pre-training
NZ_CP010679,Bacteria,Pre-training
NZ_CP010680,Bacteria,Pre-training
NZ_CP010777,Bacteria,Pre-training
NZ_CP010797,Bacteria,Pre-training
NZ_CP010804,Bacteria,Pre-training
NZ_CP010843,Bacteria,Pre-training
NZ_CP011018,Bacteria,Pre-training
NZ_CP011019,Bacteria,Pre-training
NZ_CP011028,Bacteria,Pre-training
NZ_CP011029,Bacteria,Pre-training
NZ_CP011034,Bacteria,Pre-training
NZ_CP011035,Bacteria,Pre-training
NZ_CP011102,Bacteria,Pre-training
NZ_CP011130,Bacteria,Pre-training
NZ_CP011145,Bacteria,Pre-training
NZ_CP011146,Bacteria,Pre-training
NZ_CP011155,Bacteria,Pre-training
NZ_CP011156,Bacteria,Pre-training
NZ_CP011157,Bacteria,Pre-training
NZ_CP011168,Bacteria,Pre-training
NZ_CP011172,Bacteria,Pre-training
NZ_CP011185,Bacteria,Pre-training
NZ_CP011217,Bacteria,Pre-training
NZ_CP011250,Bacteria,Pre-training
NZ_CP011251,Bacteria,Pre-training
NZ_CP011257,Bacteria,Pre-training
NZ_CP011258,Bacteria,Pre-training
NZ_CP011301,Bacteria,Pre-training
NZ_CP011307,Bacteria,Pre-training
NZ_CP011311,Bacteria,Pre-training
NZ_CP011340,Bacteria,Pre-training
NZ_CP011341,Bacteria,Pre-training
NZ_CP011347,Bacteria,Pre-training
NZ_CP011368,Bacteria,Pre-training
NZ_CP011380,Bacteria,Pre-training
NZ_CP011382,Bacteria,Pre-training
NZ_CP011383,Bacteria,Pre-training
NZ_CP011384,Bacteria,Pre-training
NZ_CP011385,Bacteria,Pre-training
NZ_CP011391,Bacteria,Pre-training
NZ_CP011401,Bacteria,Pre-training
NZ_CP011409,Bacteria,Pre-training
NZ_CP011410,Bacteria,Pre-training
NZ_CP011411,Bacteria,Pre-training
NZ_CP011415,Bacteria,Pre-training
NZ_CP011484,Bacteria,Pre-training
NZ_CP011491,Bacteria,Pre-training
NZ_CP011494,Bacteria,Pre-training
NZ_CP011509,Bacteria,Pre-training
NZ_CP011532,Bacteria,Pre-training
NZ_CP011568,Bacteria,Pre-training
NZ_CP011687,Bacteria,Pre-training
NZ_CP011691,Bacteria,Pre-training
NZ_CP011692,Bacteria,Pre-training
NZ_CP011697,Bacteria,Pre-training
NZ_CP011752,Bacteria,Pre-training
NZ_CP011761,Bacteria,Pre-training
NZ_CP011769,Bacteria,Pre-training
NZ_CP011798,Bacteria,Pre-training
NZ_CP011834,Bacteria,Pre-training
NZ_CP011859,Bacteria,Pre-training
NZ_CP011862,Bacteria,Pre-training
NZ_CP011883,Bacteria,Pre-training
NZ_CP011917,Bacteria,Pre-training
NZ_CP011918,Bacteria,Pre-training
NZ_CP011919,Bacteria,Pre-training
NZ_CP011920,Bacteria,Pre-training
NZ_CP011922,Bacteria,Pre-training
NZ_CP011931,Bacteria,Pre-training
NZ_CP011932,Bacteria,Pre-training
NZ_CP011933,Bacteria,Pre-training
NZ_CP011961,Bacteria,Pre-training
NZ_CP011972,Bacteria,Pre-training
NZ_CP011973,Bacteria,Pre-training
NZ_CP011996,Bacteria,Pre-training
NZ_CP012002,Bacteria,Pre-training
NZ_CP012003,Bacteria,Pre-training
NZ_CP012011,Bacteria,Pre-training
NZ_CP012024,Bacteria,Pre-training
NZ_CP012025,Bacteria,Pre-training
NZ_CP012027,Bacteria,Pre-training
NZ_CP012057,Bacteria,Pre-training
NZ_CP012058,Bacteria,Pre-training
NZ_CP012059,Bacteria,Pre-training
NZ_CP012067,Bacteria,Pre-training
NZ_CP012074,Bacteria,Pre-training
NZ_CP012075,Bacteria,Pre-training
NZ_CP012097,Bacteria,Pre-training
NZ_CP012109,Bacteria,Pre-training
NZ_CP012132,Bacteria,Pre-training
NZ_CP012134,Bacteria,Pre-training
NZ_CP012148,Bacteria,Pre-training
NZ_CP012170,Bacteria,Pre-training
NZ_CP012196,Bacteria,Pre-training
NZ_CP012214,Bacteria,Pre-training
NZ_CP012220,Bacteria,Pre-training
NZ_CP012221,Bacteria,Pre-training
NZ_CP012294,Bacteria,Pre-training
NZ_CP012295,Bacteria,Pre-training
NZ_CP012296,Bacteria,Pre-training
NZ_CP012323,Bacteria,Pre-training
NZ_CP012364,Bacteria,Pre-training
NZ_CP012369,Bacteria,Pre-training
NZ_CP012371,Bacteria,Pre-training
NZ_CP012381,Bacteria,Pre-training
NZ_CP012398,Bacteria,Pre-training
NZ_CP012399,Bacteria,Pre-training
NZ_CP012475,Bacteria,Pre-training
NZ_CP012476,Bacteria,Pre-training
NZ_CP012508,Bacteria,Pre-training
NZ_CP012509,Bacteria,Pre-training
NZ_CP012510,Bacteria,Pre-training
NZ_CP012511,Bacteria,Pre-training
NZ_CP012512,Bacteria,Pre-training
NZ_CP012514,Bacteria,Pre-training
NZ_CP012548,Bacteria,Pre-training
NZ_CP012581,Bacteria,Pre-training
NZ_CP012603,Bacteria,Pre-training
NZ_CP012604,Bacteria,Pre-training
NZ_CP012605,Bacteria,Pre-training
NZ_CP012606,Bacteria,Pre-training
NZ_CP012607,Bacteria,Pre-training
NZ_CP012666,Bacteria,Pre-training
NZ_CP012667,Bacteria,Pre-training
NZ_CP012668,Bacteria,Pre-training
NZ_CP012706,Bacteria,Pre-training
NZ_CP012716,Bacteria,Pre-training
NZ_CP012719,Bacteria,Pre-training
NZ_CP012724,Bacteria,Pre-training
NZ_CP012730,Bacteria,Pre-training
NZ_CP012801,Bacteria,Pre-training
NZ_CP012869,Bacteria,Pre-training
NZ_CP012885,Bacteria,Pre-training
NZ_CP012886,Bacteria,Pre-training
NZ_CP012887,Bacteria,Pre-training
NZ_CP012888,Bacteria,Pre-training
NZ_CP012920,Bacteria,Pre-training
NZ_CP012937,Bacteria,Pre-training
NZ_CP012946,Bacteria,Pre-training
NZ_CP012949,Bacteria,Pre-training
NZ_CP012968,Bacteria,Pre-training
NZ_CP012997,Bacteria,Pre-training
NZ_CP012998,Bacteria,Pre-training
NZ_CP013021,Bacteria,Pre-training
NZ_CP013080,Bacteria,Pre-training
NZ_CP013081,Bacteria,Pre-training
NZ_CP013082,Bacteria,Pre-training
NZ_CP013130,Bacteria,Pre-training
NZ_CP013145,Bacteria,Pre-training
NZ_CP013184,Bacteria,Pre-training
NZ_CP013200,Bacteria,Pre-training
NZ_CP013201,Bacteria,Pre-training
NZ_CP013203,Bacteria,Pre-training
NZ_CP013204,Bacteria,Pre-training
NZ_CP013205,Bacteria,Pre-training
NZ_CP013206,Bacteria,Pre-training
NZ_CP013207,Bacteria,Pre-training
NZ_CP013208,Bacteria,Pre-training
NZ_CP013209,Bacteria,Pre-training
NZ_CP013236,Bacteria,Pre-training
NZ_CP013246,Bacteria,Pre-training
NZ_CP013292,Bacteria,Pre-training
NZ_CP013300,Bacteria,Pre-training
NZ_CP013319,Bacteria,Pre-training
NZ_CP013320,Bacteria,Pre-training
NZ_CP013331,Bacteria,Pre-training
NZ_CP013332,Bacteria,Pre-training
NZ_CP013333,Bacteria,Pre-training
NZ_CP013352,Bacteria,Pre-training
NZ_CP013353,Bacteria,Pre-training
NZ_CP013354,Bacteria,Pre-training
NZ_CP013388,Bacteria,Pre-training
NZ_CP013389,Bacteria,Pre-training
NZ_CP013396,Bacteria,Pre-training
NZ_CP013397,Bacteria,Pre-training
NZ_CP013522,Bacteria,Pre-training
NZ_CP013523,Bacteria,Pre-training
NZ_CP013524,Bacteria,Pre-training
NZ_CP013525,Bacteria,Pre-training
NZ_CP013526,Bacteria,Pre-training
NZ_CP013542,Bacteria,Pre-training
NZ_CP013543,Bacteria,Pre-training
NZ_CP013544,Bacteria,Pre-training
NZ_CP013545,Bacteria,Pre-training
NZ_CP013546,Bacteria,Pre-training
NZ_CP013574,Bacteria,Pre-training
NZ_CP013575,Bacteria,Pre-training
NZ_CP013576,Bacteria,Pre-training
NZ_CP013577,Bacteria,Pre-training
NZ_CP013578,Bacteria,Pre-training
NZ_CP013579,Bacteria,Pre-training
NZ_CP013673,Bacteria,Pre-training
NZ_CP013676,Bacteria,Pre-training
NZ_CP013677,Bacteria,Pre-training
NZ_CP013679,Bacteria,Pre-training
NZ_CP013729,Bacteria,Pre-training
NZ_CP013791,Bacteria,Pre-training
NZ_CP013792,Bacteria,Pre-training
NZ_CP013793,Bacteria,Pre-training
NZ_CP013794,Bacteria,Pre-training
NZ_CP013795,Bacteria,Pre-training
NZ_CP013816,Bacteria,Pre-training
NZ_CP013817,Bacteria,Pre-training
NZ_CP013818,Bacteria,Pre-training
NZ_CP013819,Bacteria,Pre-training
NZ_CP013820,Bacteria,Pre-training
NZ_CP013840,Bacteria,Pre-training
NZ_CP013841,Bacteria,Pre-training
NZ_CP013842,Bacteria,Pre-training
NZ_CP013843,Bacteria,Pre-training
NZ_CP013881,Bacteria,Pre-training
NZ_CP013883,Bacteria,Pre-training
NZ_CP013903,Bacteria,Pre-training
NZ_CP013979,Bacteria,Pre-training
NZ_CP014008,Bacteria,Pre-training
NZ_CP014009,Bacteria,Pre-training
NZ_CP014050,Bacteria,Pre-training
NZ_CP014051,Bacteria,Pre-training
NZ_CP014093,Bacteria,Pre-training
NZ_CP014094,Bacteria,Pre-training
NZ_CP014095,Bacteria,Pre-training
NZ_CP014144,Bacteria,Pre-training
NZ_CP014161,Bacteria,Pre-training
NZ_CP014163,Bacteria,Pre-training
NZ_CP014164,Bacteria,Pre-training
NZ_CP014166,Bacteria,Pre-training
NZ_CP014167,Bacteria,Pre-training
NZ_CP014170,Bacteria,Pre-training
NZ_CP014171,Bacteria,Pre-training
NZ_CP014172,Bacteria,Pre-training
NZ_CP014173,Bacteria,Pre-training
NZ_CP014174,Bacteria,Pre-training
NZ_CP014215,Bacteria,Pre-training
NZ_CP014216,Bacteria,Pre-training
NZ_CP014217,Bacteria,Pre-training
NZ_CP014233,Bacteria,Pre-training
NZ_CP014239,Bacteria,Pre-training
NZ_CP014240,Bacteria,Pre-training
NZ_CP014252,Bacteria,Pre-training
NZ_CP014253,Bacteria,Pre-training
NZ_CP014254,Bacteria,Pre-training
NZ_CP014282,Bacteria,Pre-training
NZ_CP014283,Bacteria,Pre-training
NZ_CP014284,Bacteria,Pre-training
NZ_CP014285,Bacteria,Pre-training
NZ_CP014286,Bacteria,Pre-training
NZ_CP014287,Bacteria,Pre-training
NZ_CP014288,Bacteria,Pre-training
NZ_CP014289,Bacteria,Pre-training
NZ_CP014290,Bacteria,Pre-training
NZ_CP014301,Bacteria,Pre-training
NZ_CP014302,Bacteria,Pre-training
NZ_CP014322,Bacteria,Pre-training
NZ_CP014381,Bacteria,Pre-training
NZ_CP014382,Bacteria,Pre-training
NZ_CP014383,Bacteria,Pre-training
NZ_CP014441,Bacteria,Pre-training
NZ_CP014442,Bacteria,Pre-training
NZ_CP014443,Bacteria,Pre-training
NZ_CP014476,Bacteria,Pre-training
NZ_CP014505,Bacteria,Pre-training
NZ_CP014506,Bacteria,Pre-training
NZ_CP014507,Bacteria,Pre-training
NZ_CP014508,Bacteria,Pre-training
NZ_CP014509,Bacteria,Pre-training
NZ_CP014510,Bacteria,Pre-training
NZ_CP014511,Bacteria,Pre-training
NZ_CP014512,Bacteria,Pre-training
NZ_CP014539,Bacteria,Pre-training
NZ_CP014571,Bacteria,Pre-training
NZ_CP014572,Bacteria,Pre-training
NZ_CP014573,Bacteria,Pre-training
NZ_CP014608,Bacteria,Pre-training
NZ_CP014621,Bacteria,Pre-training
NZ_CP014622,Bacteria,Pre-training
NZ_CP014661,Bacteria,Pre-training
NZ_CP014662,Bacteria,Pre-training
NZ_CP014769,Bacteria,Pre-training
NZ_CP014770,Bacteria,Pre-training
NZ_CP014771,Bacteria,Pre-training
NZ_CP014781,Bacteria,Pre-training
NZ_CP014847,Bacteria,Pre-training
NZ_CP014848,Bacteria,Pre-training
NZ_CP014849,Bacteria,Pre-training
NZ_CP014850,Bacteria,Pre-training
NZ_CP014851,Bacteria,Pre-training
NZ_CP014852,Bacteria,Pre-training
NZ_CP014853,Bacteria,Pre-training
NZ_CP014867,Bacteria,Pre-training
NZ_CP014873,Bacteria,Pre-training
NZ_CP014874,Bacteria,Pre-training
NZ_CP014875,Bacteria,Pre-training
NZ_CP014876,Bacteria,Pre-training
NZ_CP014877,Bacteria,Pre-training
NZ_CP014878,Bacteria,Pre-training
NZ_CP014879,Bacteria,Pre-training
NZ_CP014880,Bacteria,Pre-training
NZ_CP014881,Bacteria,Pre-training
NZ_CP014882,Bacteria,Pre-training
NZ_CP014883,Bacteria,Pre-training
NZ_CP014884,Bacteria,Pre-training
NZ_CP014885,Bacteria,Pre-training
NZ_CP014886,Bacteria,Pre-training
NZ_CP014887,Bacteria,Pre-training
NZ_CP014888,Bacteria,Pre-training
NZ_CP014889,Bacteria,Pre-training
NZ_CP014933,Bacteria,Pre-training
NZ_CP014934,Bacteria,Pre-training
NZ_CP014935,Bacteria,Pre-training
NZ_CP014944,Bacteria,Pre-training
NZ_CP014948,Bacteria,Pre-training
NZ_CP014959,Bacteria,Pre-training
NZ_CP014961,Bacteria,Pre-training
NZ_CP014990,Bacteria,Pre-training
NZ_CP015002,Bacteria,Pre-training
NZ_CP015016,Bacteria,Pre-training
NZ_CP015017,Bacteria,Pre-training
NZ_CP015064,Bacteria,Pre-training
NZ_CP015065,Bacteria,Pre-training
NZ_CP015081,Bacteria,Pre-training
NZ_CP015082,Bacteria,Pre-training
NZ_CP015083,Bacteria,Pre-training
NZ_CP015084,Bacteria,Pre-training
NZ_CP015085,Bacteria,Pre-training
NZ_CP015086,Bacteria,Pre-training
NZ_CP015087,Bacteria,Pre-training
NZ_CP015088,Bacteria,Pre-training
NZ_CP015098,Bacteria,Pre-training
NZ_CP015099,Bacteria,Pre-training
NZ_CP015114,Bacteria,Pre-training
NZ_CP015125,Bacteria,Pre-training
NZ_CP015126,Bacteria,Pre-training
NZ_CP015127,Bacteria,Pre-training
NZ_CP015128,Bacteria,Pre-training
NZ_CP015129,Bacteria,Pre-training
NZ_CP015164,Bacteria,Pre-training
NZ_CP015165,Bacteria,Pre-training
NZ_CP015166,Bacteria,Pre-training
NZ_CP015167,Bacteria,Pre-training
NZ_CP015186,Bacteria,Pre-training
NZ_CP015187,Bacteria,Pre-training
NZ_CP015199,Bacteria,Pre-training
NZ_CP015200,Bacteria,Pre-training
NZ_CP015201,Bacteria,Pre-training
NZ_CP015217,Bacteria,Pre-training
NZ_CP015218,Bacteria,Pre-training
NZ_CP015219,Bacteria,Pre-training
NZ_CP015239,Bacteria,Pre-training
NZ_CP015240,Bacteria,Pre-training
NZ_CP015243,Bacteria,Pre-training
NZ_CP015300,Bacteria,Pre-training
NZ_CP015301,Bacteria,Pre-training
NZ_CP015317,Bacteria,Pre-training
NZ_CP015344,Bacteria,Pre-training
NZ_CP015347,Bacteria,Pre-training
NZ_CP015349,Bacteria,Pre-training
NZ_CP015406,Bacteria,Pre-training
NZ_CP015421,Bacteria,Pre-training
NZ_CP015422,Bacteria,Pre-training
NZ_CP015442,Bacteria,Pre-training
NZ_CP015495,Bacteria,Pre-training
NZ_CP015496,Bacteria,Pre-training
NZ_CP015497,Bacteria,Pre-training
NZ_CP015500,Bacteria,Pre-training
NZ_CP015501,Bacteria,Pre-training
NZ_CP015502,Bacteria,Pre-training
NZ_CP015503,Bacteria,Pre-training
NZ_CP015504,Bacteria,Pre-training
NZ_CP015505,Bacteria,Pre-training
NZ_CP015510,Bacteria,Pre-training
NZ_CP015570,Bacteria,Pre-training
NZ_CP015578,Bacteria,Pre-training
NZ_CP015629,Bacteria,Pre-training
NZ_CP015630,Bacteria,Pre-training
NZ_CP015631,Bacteria,Pre-training
NZ_CP015632,Bacteria,Pre-training
NZ_CP015633,Bacteria,Pre-training
NZ_CP015634,Bacteria,Pre-training
NZ_CP015635,Bacteria,Pre-training
NZ_CP015636,Bacteria,Pre-training
NZ_CP015750,Bacteria,Pre-training
NZ_CP015770,Bacteria,Pre-training
NZ_CP015775,Bacteria,Pre-training
NZ_CP015776,Bacteria,Pre-training
NZ_CP015817,Bacteria,Pre-training
NZ_CP015818,Bacteria,Pre-training
NZ_CP015846,Bacteria,Pre-training
NZ_CP015847,Bacteria,Pre-training
NZ_CP015908,Bacteria,Pre-training
NZ_CP015912,Bacteria,Pre-training
NZ_CP015913,Bacteria,Pre-training
NZ_CP015914,Bacteria,Pre-training
NZ_CP015915,Bacteria,Pre-training
NZ_CP015916,Bacteria,Pre-training
NZ_CP015917,Bacteria,Pre-training
NZ_CP015926,Bacteria,Pre-training
NZ_CP015931,Bacteria,Pre-training
NZ_CP015934,Bacteria,Pre-training
NZ_CP015954,Bacteria,Pre-training
NZ_CP015972,Bacteria,Pre-training
NZ_CP015973,Bacteria,Pre-training
NZ_CP015974,Bacteria,Pre-training
NZ_CP016017,Bacteria,Pre-training
NZ_CP016030,Bacteria,Pre-training
NZ_CP016031,Bacteria,Pre-training
NZ_CP016044,Bacteria,Pre-training
NZ_CP016090,Bacteria,Pre-training
NZ_CP016091,Bacteria,Pre-training
NZ_CP016092,Bacteria,Pre-training
NZ_CP016190,Bacteria,Pre-training
NZ_CP016193,Bacteria,Pre-training
NZ_CP016268,Bacteria,Pre-training
NZ_CP016321,Bacteria,Pre-training
NZ_CP016322,Bacteria,Pre-training
NZ_CP016323,Bacteria,Pre-training
NZ_CP016327,Bacteria,Pre-training
NZ_CP016338,Bacteria,Pre-training
NZ_CP016357,Bacteria,Pre-training
NZ_CP016445,Bacteria,Pre-training
NZ_CP016483,Bacteria,Pre-training
NZ_CP016484,Bacteria,Pre-training
NZ_CP016485,Bacteria,Pre-training
NZ_CP016486,Bacteria,Pre-training
NZ_CP016487,Bacteria,Pre-training
NZ_CP016488,Bacteria,Pre-training
NZ_CP016489,Bacteria,Pre-training
NZ_CP016501,Bacteria,Pre-training
NZ_CP016502,Bacteria,Pre-training
NZ_CP016552,Bacteria,Pre-training
NZ_CP016591,Bacteria,Pre-training
NZ_CP016648,Bacteria,Pre-training
NZ_CP016681,Bacteria,Pre-training
NZ_CP016704,Bacteria,Pre-training
NZ_CP016705,Bacteria,Pre-training
NZ_CP016706,Bacteria,Pre-training
NZ_CP016760,Bacteria,Pre-training
NZ_CP016770,Bacteria,Pre-training
NZ_CP016771,Bacteria,Pre-training
NZ_CP016784,Bacteria,Pre-training
NZ_CP016785,Bacteria,Pre-training
NZ_CP016790,Bacteria,Pre-training
NZ_CP016791,Bacteria,Pre-training
NZ_CP016792,Bacteria,Pre-training
NZ_CP016796,Bacteria,Pre-training
NZ_CP016839,Bacteria,Pre-training
NZ_CP016840,Bacteria,Pre-training
NZ_CP016888,Bacteria,Pre-training
NZ_CP016889,Bacteria,Pre-training
NZ_CP016890,Bacteria,Pre-training
NZ_CP016891,Bacteria,Pre-training
NZ_CP016892,Bacteria,Pre-training
NZ_CP016919,Bacteria,Pre-training
NZ_CP016920,Bacteria,Pre-training
NZ_CP016921,Bacteria,Pre-training
NZ_CP016922,Bacteria,Pre-training
NZ_CP016923,Bacteria,Pre-training
NZ_CP016924,Bacteria,Pre-training
NZ_CP016925,Bacteria,Pre-training
NZ_CP016926,Bacteria,Pre-training
NZ_CP016927,Bacteria,Pre-training
NZ_CP016931,Bacteria,Pre-training
NZ_CP016932,Bacteria,Pre-training
NZ_CP016933,Bacteria,Pre-training
NZ_CP016977,Bacteria,Pre-training
NZ_CP016978,Bacteria,Pre-training
NZ_CP017038,Bacteria,Pre-training
NZ_CP017040,Bacteria,Pre-training
NZ_CP017041,Bacteria,Pre-training
NZ_CP017057,Bacteria,Pre-training
NZ_CP017069,Bacteria,Pre-training
NZ_CP017070,Bacteria,Pre-training
NZ_CP017071,Bacteria,Pre-training
NZ_CP017072,Bacteria,Pre-training
NZ_CP017092,Bacteria,Pre-training
NZ_CP017093,Bacteria,Pre-training
NZ_CP017107,Bacteria,Pre-training
NZ_CP017108,Bacteria,Pre-training
NZ_CP017109,Bacteria,Pre-training
NZ_CP017110,Bacteria,Pre-training
NZ_CP017142,Bacteria,Pre-training
NZ_CP017146,Bacteria,Pre-training
NZ_CP017166,Bacteria,Pre-training
NZ_CP017184,Bacteria,Pre-training
NZ_CP017185,Bacteria,Pre-training
NZ_CP017201,Bacteria,Pre-training
NZ_CP017202,Bacteria,Pre-training
NZ_CP017203,Bacteria,Pre-training
NZ_CP017204,Bacteria,Pre-training
NZ_CP017205,Bacteria,Pre-training
NZ_CP017206,Bacteria,Pre-training
NZ_CP017207,Bacteria,Pre-training
NZ_CP017208,Bacteria,Pre-training
NZ_CP017209,Bacteria,Pre-training
NZ_CP017210,Bacteria,Pre-training
NZ_CP017211,Bacteria,Pre-training
NZ_CP017212,Bacteria,Pre-training
NZ_CP017213,Bacteria,Pre-training
NZ_CP017214,Bacteria,Pre-training
NZ_CP017215,Bacteria,Pre-training
NZ_CP017216,Bacteria,Pre-training
NZ_CP017217,Bacteria,Pre-training
NZ_CP017218,Bacteria,Pre-training
NZ_CP017219,Bacteria,Pre-training
NZ_CP017238,Bacteria,Pre-training
NZ_CP017239,Bacteria,Pre-training
NZ_CP017240,Bacteria,Pre-training
NZ_CP017261,Bacteria,Pre-training
NZ_CP017262,Bacteria,Pre-training
NZ_CP017263,Bacteria,Pre-training
NZ_CP017264,Bacteria,Pre-training
NZ_CP017265,Bacteria,Pre-training
NZ_CP017266,Bacteria,Pre-training
NZ_CP017323,Bacteria,Pre-training
NZ_CP017324,Bacteria,Pre-training
NZ_CP017325,Bacteria,Pre-training
NZ_CP017329,Bacteria,Pre-training
NZ_CP017428,Bacteria,Pre-training
NZ_CP017429,Bacteria,Pre-training
NZ_CP017442,Bacteria,Pre-training
NZ_CP017443,Bacteria,Pre-training
NZ_CP017496,Bacteria,Pre-training
NZ_CP017509,Bacteria,Pre-training
NZ_CP017518,Bacteria,Pre-training
NZ_CP017526,Bacteria,Pre-training
NZ_CP017527,Bacteria,Pre-training
NZ_CP017532,Bacteria,Pre-training
NZ_CP017541,Bacteria,Pre-training
NZ_CP017542,Bacteria,Pre-training
NZ_CP017561,Bacteria,Pre-training
NZ_CP017562,Bacteria,Pre-training
NZ_CP017563,Bacteria,Pre-training
NZ_CP017564,Bacteria,Pre-training
NZ_CP017565,Bacteria,Pre-training
NZ_CP017578,Bacteria,Pre-training
NZ_CP017579,Bacteria,Pre-training
NZ_CP017581,Bacteria,Pre-training
NZ_CP017582,Bacteria,Pre-training
NZ_CP017583,Bacteria,Pre-training
NZ_CP017584,Bacteria,Pre-training
NZ_CP017585,Bacteria,Pre-training
NZ_CP017586,Bacteria,Pre-training
NZ_CP017587,Bacteria,Pre-training
NZ_CP017588,Bacteria,Pre-training
NZ_CP017589,Bacteria,Pre-training
NZ_CP017590,Bacteria,Pre-training
NZ_CP017591,Bacteria,Pre-training
NZ_CP017592,Bacteria,Pre-training
NZ_CP017659,Bacteria,Pre-training
NZ_CP017671,Bacteria,Pre-training
NZ_CP017672,Bacteria,Pre-training
NZ_CP017680,Bacteria,Pre-training
NZ_CP017681,Bacteria,Pre-training
NZ_CP017742,Bacteria,Pre-training
NZ_CP017786,Bacteria,Pre-training
NZ_CP017839,Bacteria,Pre-training
NZ_CP017884,Bacteria,Pre-training
NZ_CP017885,Bacteria,Pre-training
NZ_CP017891,Bacteria,Pre-training
NZ_CP017892,Bacteria,Pre-training
NZ_CP017893,Bacteria,Pre-training
NZ_CP017894,Bacteria,Pre-training
NZ_CP017920,Bacteria,Pre-training
NZ_CP017923,Bacteria,Pre-training
NZ_CP017928,Bacteria,Pre-training
NZ_CP017929,Bacteria,Pre-training
NZ_CP017930,Bacteria,Pre-training
NZ_CP017931,Bacteria,Pre-training
NZ_CP017932,Bacteria,Pre-training
NZ_CP017933,Bacteria,Pre-training
NZ_CP017946,Bacteria,Pre-training
NZ_CP017947,Bacteria,Pre-training
NZ_CP017952,Bacteria,Pre-training
NZ_CP017971,Bacteria,Pre-training
NZ_CP017990,Bacteria,Pre-training
NZ_CP017991,Bacteria,Pre-training
NZ_CP017992,Bacteria,Pre-training
NZ_CP017993,Bacteria,Pre-training
